PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
F81062,CHIGWELL MEDICAL CENTRE,8414,20448,18707,22215,17533,26801,11620,13764,17519
F81065,WILLIAM HARVEY SURGERY,4378,25142,21132,22054,15102,27387,26427,21165,29791
F81066,THE GREENSWARD SURGERY,5708,29072,26156,25890,18505,30140,27635,20309,29641
F81067,AMBROSE AVENUE GROUP PRACTICE,14946,21289,20660,19389,20024,18944,21165,12974,25126
F81068,THE ELIZABETH COURTAULD SURGERY,15782,18748,18276,17431,12892,19457,19477,19294,21948
F81069,WINSTREE MEDICAL PRACTICE,6903,20988,21660,19971,19227,20584,22693,10575,23796
F81070,GRAFTON SURGERY,6423,12639,12344,12014,5475,15355,15312,15624,24708
F81071,RIVERMEAD GATE MED.CTR.,11979,22801,21253,21413,21885,24319,19072,13209,22008
F81072,"HIGH STREET SURGERY, EPPING",6693,21468,19672,21823,17473,25855,13327,17659,18475
F81073,DR BHATTACHARJEE,3775,13036,11760,13075,12212,13053,13474,16259,12452
F81074,MELBOURNE HOUSE SURGERY,6315,16236,14734,14423,14772,19239,14560,12244,26471
F81075,THE HOLLIES,12445,22717,21113,20846,15871,23521,21430,14741,25543
F81076,THE TOLLESBURY PRACTICE,3904,23311,22749,24698,16171,26908,25080,26282,7556
F81078,CHURCH LANGLEY MEDICAL PRACTICE,10521,23084,22753,24646,17362,20439,22086,8109,31341
F81079,PARSONS HEATH MEDICAL CENTRE,10942,15641,15332,15176,12832,13442,16586,10842,27517
F81080,THE BILLERICAY MEDICAL PRACTICE,12715,28160,27982,27832,24205,27491,23627,15135,26845
F81081,DR PELTA,23942,9562,8872,9284,8854,10588,8490,16471,15059
F81082,THE RIGG-MILNER MEDICAL CENTRE,4913,17134,17527,17287,8954,22173,15849,15733,17749
F81083,BEAUCHAMP HOUSE,11611,22631,20774,21242,22165,24139,17177,15304,21840
F81084,DR MOHILE RV PRACTICE,5041,9718,8851,9337,5339,13636,10000,14287,23479
F81085,"DR A NAEEM & PARTNERS,THE NEW SURGERY",13800,22928,21938,23299,20473,25727,14316,14324,23554
F81086,DR IRLAM & PARTNERS,7058,12682,11647,11336,10585,13833,10569,19457,17945
F81087,MOUNT CHAMBERS,13022,18566,17655,17488,12161,19749,17656,16299,23247
F81088,DR ROY M PRACTICE,2434,19747,20191,19018,9368,22067,19249,16277,23755
F81089,WAKERING MEDICAL CTR.,10284,20184,19356,18082,13269,22991,20366,17541,24125
F81090,ANGEL LANE SURGERY,9422,23156,23259,26044,19375,29157,22854,8188,21143
F81091,EAST HILL SURGERY,8353,14772,15023,16047,17298,14586,11221,10627,18310
F81092,DR SOORIAKUMARAN,4208,18279,16878,17037,15039,17762,15852,18645,20026
F81094,NORTH HILL MEDICAL GROUP,13196,21758,22408,22565,24224,23295,20076,10103,19108
F81095,ABBEY FIELD MEDICAL CENTRE,10871,13873,13637,14570,12290,13875,12675,10500,23123
F81096,OAKLANDS SURGERY,10616,12740,12418,12285,5350,15598,15348,15871,24526
F81097,THE VALKYRIE SURGERY,14211,13486,12730,12992,15242,12683,11076,17698,13410
F81098,THE WRITTLE SURGERY,7820,21795,23487,22963,21395,27566,19359,10674,17831
F81099,BLACKWATER MEDICAL CENTRE,14214,19608,19006,18226,14529,21494,24736,13719,21886
F81100,DANBURY MEDICAL CENTRE,11116,23949,24743,23150,23352,28557,23349,9847,19777
F81101,ESSEX WAY SURGERY,5790,25168,23630,22527,14706,25342,22146,21443,27373
F81102,ROCKLEIGH COURT SURGERY,6335,27441,26725,26947,24625,28775,19108,17071,27542
F81104,CHAPEL STREET SURGERY,4495,24599,23980,24127,20007,25208,20070,15287,25583
F81105,LITTLE WALTHAM & GT NOTLEY SURGERY,17074,24167,23863,24311,21040,27852,23424,11938,20338
F81106,THE ROSS PRACTICE,9683,12427,11573,12355,8588,11791,11488,11531,29971
F81108,DR RB MARSHALL & PARTNERS,13186,10582,10801,11366,8042,13385,9020,9141,24844
F81109,LAYER ROAD SURGERY,6019,15600,14071,15317,12161,14608,17062,11148,26102
F81110,DR SUNTHARALINGAM R PRACTICE,2343,7389,6117,8243,4052,13135,7790,11854,21599
F81111,ELSENHAM SURGERY,5528,27626,26123,27986,22806,30914,22568,17587,20322
F81112,DR HOUSTON,11215,27270,24290,25559,23606,25159,23512,24662,22647
F81113,DR ABELA T PRACTICE,15441,24461,23378,26684,21236,24759,20551,8737,23891
F81114,BADDOW VILLAGE SURGERY,11635,21520,20493,20972,19131,26269,18787,10602,22096
F81115,CREFFIELD MEDICAL CENTRE,11473,20037,19288,20085,22485,18856,17089,12115,20473
F81116,COLNE MEDICAL CENTRE,9947,17087,16702,15292,13418,13980,17678,20502,17476
F81117,SUTHERLAND LODGE SURGERY,11833,22520,20775,20972,20604,25333,18750,13521,22172
F81118,JOHN TASKER HOUSE SURGERY,13752,23953,23916,26597,19923,29509,23285,8292,21030
F81119,THE PUMP HOUSE SURGERY,7737,22102,21608,21210,20157,22955,28304,12741,15182
F81120,NUFFIELD HOUSE HEALTH CENTRE,13041,12207,11193,12125,9929,11753,10343,10427,29980
F81121,DR AGHA,6518,22948,22097,19394,19832,20810,17789,22194,25239
F81122,TENNYSON HOUSE SURGERY,8584,18494,17078,16745,17100,20929,15941,12664,26945
F81123,AUDLEY MILLS SURGERY,19415,27078,24420,25220,16652,28732,25652,18224,28805
F81125,CHURCH VIEW SURGERY,15179,28062,25427,25383,18286,29277,26458,18856,29418
F81126,BURNHAM SURGERY,9305,20399,17591,16855,15094,23748,22391,21159,20232
F81127,HUMBER ROAD SURGERY,10805,25586,24597,24053,22196,25619,17826,17693,25750
F81128,EASTWOOD GROUP PRACTICE,10513,20799,18190,18455,13015,19318,23162,20517,24799
F81129,WIMPOLE ROAD SURGERY,7311,13383,13567,15221,14363,13859,10506,12266,15804
F81130,WILLIAM FISHER MED.CTR.,5941,17727,17575,17611,9851,22810,21434,18361,17981
F81131,THAXTED SURGERY,7186,23939,24461,26135,21563,30049,26622,10031,18925
F81132,BLANDFORD MEDICAL CENTRE,17773,19456,18532,18281,12846,20526,18723,15952,23597
F81133,TIPTREE MEDICAL CENTRE,11382,22801,22941,22801,14074,23133,20714,15552,24564
F81134,DR AMANDA M DAVIES & DR C S JAYAKUMAR,7158,15554,15597,15584,9872,20944,11267,14048,19324
F81136,"HIGH ROAD, LOUGHTON",3576,22967,22430,23963,20323,26888,11004,18154,18938
F81137,DR D'MELLO JMT PRACTICE,7472,20322,22217,21010,13088,23447,12963,18379,18072
F81138,HILTON HOUSE,3289,21492,18984,20220,14510,24657,23839,21672,17011
F81141,ROWHEDGE SURGERY,12712,21226,23167,24428,20186,21773,20534,10563,20428
F81142,R M PATEL PRACTICE,6304,24144,22006,21384,13282,24450,22558,21525,26954
F81144,THE PALL MALL SURGERY,16574,24173,21066,22462,22008,22128,18874,26348,18876
F81147,"DR GEORGE & PARTNERS, CENTRAL SURGERY",4899,15630,15171,14086,14793,15037,12025,18813,17692
F81149,THE LAURELS SURGERY,12262,23045,22471,22646,17787,25219,21823,15233,20724
F81150,BALLARDS WALK SURGERY,7479,9404,9477,9477,7910,12375,5044,13259,24039
F81151,MALLING HEALTH - DIPPLE MEDICAL CENTRE,4253,5436,6536,6412,3407,8739,3191,10143,22016
F81152,FOREST PRACTICE,10250,17578,16779,17382,14617,22162,9411,16667,20007
F81153,HASSENGATE MEDICAL CENTRE,12926,19981,20132,19943,9799,22354,18146,17402,21874
F81155,DR BANSAL A PRACTICE,5143,17846,16617,17742,12390,20073,14352,17479,18692
F81156,RANWORTH SURGERY,7691,5081,5570,4331,4182,3972,7968,18744,16569
F81157,THE FRINTON ROAD MED CTR,5444,12128,12117,8157,8527,7695,20940,25920,23838
F81158,DR NASAH & PARTNERS,3687,6513,7571,7397,3998,9655,4036,11024,21920
F81159,SIDDIQUE & AGHA,3631,7579,7332,8299,8300,8679,5824,15309,11565
F81162,CASTLE HEDINGHAM SURGERY,2082,20978,20120,21128,15861,25308,25055,17316,14399
F81163,THE NEW FOLLY SURGERY,6364,23853,23522,25248,22791,30088,14474,14202,18501
F81164,WEST ROAD SURGERY,7842,12256,11392,11885,12294,12721,10446,17156,12739
F81165,PALMERSTON ROAD SURGERY,4513,26867,24879,26981,23843,28459,13767,23770,18819
F81168,SOUTHVIEW PARK SURGERY,3637,5715,6033,6431,3362,9719,3118,10821,23828
F81169,KINGS MEDICAL CENTRE,7364,27351,25710,27729,24508,29065,14355,22763,18600
F81170,KINGSWAY SURGERY,4240,26903,25200,25951,18657,28829,25510,17428,27218
F81172,TRAPS HILL SURGERY,6682,18325,17657,18330,14821,23177,9446,16665,20135
F81173,DOUGLAS GROVE SURGERY,6180,16035,14432,14467,10690,17142,14304,18719,24260
F81176,DR NK SHAH,2223,11102,10186,10223,8474,12471,9782,19421,17592
F81177,DR DESHPANDE AM PRACTICE,2775,18263,17558,18876,9731,21160,14188,19060,19707
F81180,MOUNTBATTEN HOUSE SURGERY,7467,25771,25584,25414,20124,27864,20033,13775,24002
F81181,ADDISON HOUSE - HAQUE PRACTICE,13609,11949,10770,11809,11721,11608,11893,7878,29009
F81183,TILLINGHAM MED CENTRE,2703,15686,19085,18570,8957,25873,24950,11710,4732
F81184,ABRIDGE SURGERY,3652,16347,18807,20086,11239,25438,11696,12083,11779
F81185,THE PRACTICE SOUTH WOODHAM FERRERS,4872,25653,24071,24711,18341,28113,25184,14867,27112
F81186,DR KK ABRAHAM'S PRACTICE,5562,6662,7163,8009,3594,10755,4139,11915,21489
F81192,DR HEADON OT PRACTICE,9498,17285,16934,17013,10892,19105,15334,15492,19785
F81193,WITHAM HEALTH CENTRE,4807,17184,15188,15727,12060,16930,15160,18792,25384
F81195,STEEPLE BUMPSTEAD SURGERY,2361,24660,25285,22500,20383,24836,25121,13560,18845
F81197,DR BELLWORTHY SV PRACTICE,2548,10052,9263,10506,6430,15638,7470,11274,21977
F81198,DR PATTARA & DR RAJA,2578,22818,22556,22704,14772,23311,15838,19894,23712
F81200,DR SATHANANDAN,3443,21912,18922,19474,16643,20513,21044,21823,23059
F81205,GHAURI PRACTICE,5989,12239,11832,12013,5539,15200,13956,16458,23181
F81206,THE SHEHADEH MEDICAL CENTRE,9914,11369,10375,12782,7872,16158,9990,11896,18885
F81207,DR BEKAS,1639,10002,9592,9885,11374,10470,8153,16169,12169
F81209,THE SHAFTESBURY AVENUE SURGERY,2251,16990,15817,14826,14777,16547,12327,22079,19621
F81210,BOROUGH LANE SURGERY,5536,27488,27236,28033,26611,30243,26239,13065,21515
F81211,DR YADAVA N PRACTICE,5734,16117,14514,17578,11972,19358,13078,15149,15325
F81212,OLD ROAD SURGERY,7238,4258,5075,3830,3904,3502,6787,17022,14280
F81213,THORPE SURGERY,4438,13676,15275,13478,12936,10517,18561,10838,15422
F81214,C3 - LAINDON HEALTH CENTRE,7307,10051,10170,10873,7641,12960,8629,8985,24661
F81215,DEAL TREE HEALTH CENTRE,9042,25402,24187,24486,16861,30526,23741,13522,26327
F81216,THE RIVER SURGERY,4247,22524,20730,22254,18500,25994,12064,21379,19481
F81218,DR JOSEPH L PRACTICE,2100,14504,13517,16764,11441,19118,10977,10869,15516
F81219,DR ABEYEWARDENE AK PRACTICE,4499,18094,17363,18804,11089,20875,14365,17240,18571
F81221,FRONKS RD FAMILY SURGERY,4630,11242,11123,10770,8277,9623,13049,21875,15091
F81222,QUEENS PARK SURGERY,4934,25945,25422,25180,22649,24625,24001,14112,27949
F81223,DR MALIK,3646,18229,16014,16439,12281,17624,19904,18604,23740
F81606,HAREWOOD SURGERY,2964,14368,15322,14690,15444,13360,19336,11500,10831
F81608,KEYHEALTH MEDICAL CENTRE,7562,14107,14203,15212,8687,21252,11153,10565,19234
F81613,DR KUMAR,6912,14190,12754,12309,10855,15411,12821,18373,24418
F81618,HIGH ROAD FAMILY DOCTORS,3801,24371,22351,21435,13951,24500,22259,22067,27183
F81619,SYDENHAM HOUSE SURGERY,2597,11571,10641,11611,10136,10940,9394,10019,29506
F81622,DR KHAN,2737,12374,10887,10794,9526,13697,12729,17728,24187
F81623,KADIM PRIMECARE MEDICAL CENTRE,2277,15004,13949,16522,11064,19101,12336,13578,15578
F81632,DR YASIN SA PRACTICE,3622,9528,8579,9757,6078,15012,7037,11479,22574
F81633,LAWFORD SURGERY,3355,19766,19794,18916,17784,16789,21167,14969,18537
F81635,COLLINGWOOD ROAD SURGERY,1737,17583,16287,16151,12693,17660,14641,18218,24293
F81636,MILL ROAD SURGERY,11774,21966,22483,22118,25001,20814,18010,8679,22017
F81639,DR VELMURUGAN,1032,15729,13828,15123,13826,14947,15184,19399,14769
F81640,DR R CHANDEL'S PRACTICE,3302,8902,9325,10041,5306,11820,8267,11245,21887
F81641,DR KK MASSON AND DR H MASSON,3232,15843,14896,16988,11783,19154,12977,13682,16766
F81644,DR CHEUNG KK PRACTICE,1955,20971,21878,20531,10594,23049,20748,13279,23704
F81645,DR KAMDAR,3880,6503,9082,8096,4280,9735,3002,9120,20334
F81648,OAKDIN SURGERY,901,26438,26430,26032,21955,26367,21513,14882,26016
F81649,DR SCHEMBRI,3442,15457,13989,13488,11793,16536,13554,18818,24137
F81651,SOUTH GREEN SURGERY,3166,22091,20611,20544,15841,23757,18661,17941,25698
F81652,DR RAMACHANDRAN MK PRACTICE,2667,9668,9049,10599,5311,15908,9368,14298,18033
F81656,WARRIOR SQUARE SURGERY,2987,8451,7853,8283,8286,9454,7649,15582,14245
F81661,LEIGH BECK SURGERY,1653,12597,11944,11937,4964,15650,16885,15268,25899
F81665,CHELMER VILLAGE SURGERY,4192,25932,24022,27656,23556,29240,21849,7492,27438
F81666,DR SHARMA & PARTNERS,3572,14538,13706,15795,10947,19369,10551,12128,22504
F81667,GARDINER PRACTICE,3190,21879,20610,19807,13839,21791,23027,14862,26367
F81669,DERRY COURT MEDICAL PRACTICE,4494,9458,8602,9873,5980,14934,6979,11289,22034
F81670,EPPING CLOSE,2930,7937,8605,5938,5002,6144,14171,18099,22269
F81672,PORTLAND MEDICAL PRACTICE,3142,16009,16117,15264,15979,13578,18538,13860,19515
F81674,WYNCROFT SURGERY,2250,23027,24150,20988,20666,28282,23232,10653,17941
F81675,THE PRACTICE LEECON WAY,2638,23830,22011,21335,15524,26490,23273,16830,26450
F81679,HIGHWOODS SURGERY,6166,18715,16848,16489,19269,14880,20525,12325,26855
F81681,GREEN ELMS HEALTH CENTRE,6731,2900,3254,2313,1703,2215,7563,18094,16626
F81683,BLYTH'S MEADOW SURGERY,10368,18891,17675,17634,12057,19911,18061,16587,23779
F81684,DR MOSS,3606,14361,12433,12629,11258,15314,13458,17302,26465
F81688,DR DHILLON,2328,11368,10104,10039,8386,13012,10986,17463,24605
F81690,ASHINGDON MEDICAL CENTRE,2817,24146,21980,22477,13877,27773,23587,17773,26994
F81691,EAST TILBURY MEDICAL CENTRE,3950,16712,16948,16894,8545,21767,16248,17585,16423
F81695,ELMSLEIGH DRIVE SURGERY,1278,18662,16222,16640,14219,17866,18764,21412,21616
F81696,DR JAYATILAKA,1937,18080,15645,16057,13591,17459,18294,20863,21728
F81697,DR DEVARAJA VC PRACTICE,3228,18471,18660,17983,8898,20727,17961,16951,22262
F81698,DILIP SABNIS MEDICAL CTR PMS,3014,10683,9920,10243,5621,14649,10594,14764,23433
F81700,RAHMAN PRACTICE,4192,12654,12242,12231,5720,15449,14047,16649,23915
F81704,DOWNHALL PARK SURGERY,3264,27684,25235,25500,18171,29919,25275,19546,29374
F81707,DR PK SINGH'S PRACTICE,2343,6319,5535,7165,3207,12397,5842,11158,20535
F81708,DR PATEL PJ PRACTICE,2906,8099,6524,8996,4693,13826,8605,11341,21758
F81710,DR HS RAO'S PRACTICE,2691,5997,6757,6944,3680,9534,4071,10359,22087
F81711,DR S BASU - DR O ODUTOLA,1516,8286,8334,8395,7083,11627,4460,12804,23977
F81713,BENFLEET SURGERY,3154,23440,21647,20466,13648,23710,21030,21424,27034
F81716,TOLLGATE HEALTH CENTRE,6504,20422,20945,19618,19735,19602,19536,9264,23662
F81717,MAYLANDSEA MEDICAL CENTRE,1731,24131,23184,22899,11448,24811,26843,21055,26783
F81718,LYDIA HOUSE PRACTICE,1889,25089,22829,23429,20092,23927,22633,20600,23677
F81719,DR MUKHOPADHYAY PK PRACTICE,2820,8371,7040,9197,4841,13904,8590,12007,21378
F81720,SHOTGATE SURGERY,3203,22632,23967,21877,12551,22220,23945,10602,26635
F81721,BRICKFIELDS SURGERY,5972,26537,24287,25036,18503,28364,25885,15956,28660
F81724,"DR GUL, NEW WESTBOROUGH SURGERY",3341,11785,10911,11297,10700,12819,10660,17417,13894
F81725,MAYNARD COURT SURGERY,3543,13428,12864,14072,8328,19645,10423,11223,21481
F81728,THE ONGAR SURGERY,1835,18086,19497,20844,12724,26430,14722,10492,17865
F81729,MATCHING GREEN SURGERY,3722,9374,8758,9330,4732,13227,9860,14360,22357
F81730,THE COGGESHALL SURGERY,5495,24588,22227,21890,18699,25125,26629,21673,20327
F81732,APPLEWOOD SURGERY,2157,19229,19445,20029,10890,21897,15252,12680,24165
F81733,DR CHATURVEDI,3323,20584,18273,18808,16580,19050,18378,19200,22467
F81737,THE HIGHWOOD SURGERY,2426,21869,20628,21861,18169,25470,13951,15738,22952
F81738,BRIMPTON HOUSE,2757,25746,23591,22995,19438,24080,23924,23738,23216
F81739,THE ISLAND SURGERY,3314,12387,12110,11816,5336,14963,15271,15713,24525
F81740,CHAUDHURY SURGERY,2145,12630,12286,12072,5597,15277,15310,15699,24493
F81741,CRUSADER SURGERY,5087,7881,8487,6335,5438,5957,13949,18197,19341
F81742,ACORNS,3305,12248,11432,14951,10453,17683,9164,9537,14835
F81743,WICKFORD PMS PRACTICE,4998,18965,18747,20201,10527,22378,14944,12364,24514
F81744,DR NG,2658,21994,19001,20090,13535,21065,24235,18098,26526
F81746,BLUEBELL SURGERY,3342,19320,17452,18329,19200,16242,20655,11026,26009
F81749,MARKET SQUARE SURGERY,6190,13827,13991,15049,8632,21101,10887,10156,19195
F81751,THE TRINITY MEDICAL PRACTICE,3132,22275,21767,22047,11189,25177,26689,16274,24685
F81755,THE VICTORIA SURGERY,305,6972,6460,6718,6766,8500,7113,13255,13461
F81756,PMS THE GORE SURGERY,2238,7617,7983,8046,6049,13820,2775,15535,16639
F81757,THE RIVERSIDE HEALTH CTR,5226,20155,19775,18977,18074,17182,21747,14739,18895
F81758,OSLER HOUSE MEDICAL CENTRE,3136,11581,11411,12041,8030,11714,10738,11059,28808
F82001,HALBUTT STREET SURGERY,6507,6298,6576,8567,9941,11380,8809,1341,10447
F82002,HAIDERIAN MEDICAL CENTRE,4752,27406,27364,27198,21483,28987,20340,20396,21337
F82003,DR M FATEH'S PRACTICE,3918,9360,9079,10914,9235,17920,7975,7057,11118
F82004,VENKAT HEALTH CENTRE,10805,6845,7005,9692,10457,12907,9746,1565,9422
F82005,DR M GOYAL'S PRACTICE,5573,6238,6596,8987,9431,10337,9287,1130,11793
F82006,DR C DAHS & DR IP HUMBERSTONE SURGERY,11191,27960,27905,27723,21864,29025,20683,20498,21618
F82007,THE GREEN WOOD PRACTICE,11512,20810,18662,20454,16851,23983,16844,12463,19906
F82008,MAYLANDS HEALTH CARE,14753,21483,20804,21479,14378,25156,16858,15642,17656
F82009,NORTH STREET MEDICAL CARE,12342,19032,18071,20090,12514,23722,14835,13957,17339
F82010,PETERSFIELD SURGERY,6116,9426,8987,10015,7118,15225,7455,8318,18933
F82011,MAWNEY MEDICAL CENTRE,10660,15250,14290,17067,13476,20545,10108,11616,13295
F82012,FIVE ELMS MEDICAL PRACTICE,4560,6747,7249,8884,9617,11957,11224,1274,9199
F82013,WESTERN ROAD MEDICAL CENTRE,15419,21053,20082,21602,17510,24569,13977,15158,16438
F82014,KUCCHAI,6866,9146,8446,9676,6822,15062,7831,8376,19814
F82015,DR SN AHMAD'S PRACTICE,5673,6002,6496,8715,9053,11491,7074,1339,10004
F82016,KAKAD,7281,9043,8360,9561,6742,15319,7876,8108,19442
F82017,DR MOHAN & ASSOCIATES,8013,6711,7068,10024,9688,12879,8615,1217,9543
F82018,BARKING MEDICAL GROUP PRACTICE,11621,10952,10620,15278,15078,17722,11637,2104,10982
F82019,DR HAMILTON-SMITH,6537,12755,12214,15890,15773,18646,10655,5294,10941
F82020,BAY TREE MEDICAL CENTRE,2873,17652,16785,18249,10322,22684,15006,13953,18152
F82021,THE NEW MEDICAL CENTRE,9867,23747,22339,23370,18087,25658,18123,17267,17777
F82022,THE ROSEWOOD MEDICAL CENTRE,9214,21657,20325,20862,14420,24557,18765,16843,18545
F82023,THIRD AVENUE SURGERY,4332,15045,14665,17043,13505,20397,14111,8237,13736
F82025,DR BK JAISWAL'S PRACTICE,4621,6670,7172,9898,8525,13013,10159,1100,8769
F82027,DR P PRASAD'S PRACTICE,2696,13621,12822,17224,17158,21346,11070,4118,11321
F82028,WOOD LANE SURGERY,7351,18429,17206,17754,12092,22151,15803,16267,17877
F82030,LYNWOOD MEDICAL CENTRE,10423,15313,14192,15317,8086,20927,14443,13716,19980
F82031,DR BEHESHTI,4764,12147,11599,13795,12194,16556,13448,6167,13605
F82033,DR VM PATEL,3069,24913,23436,24122,17609,27055,20289,16564,21173
F82034,DR N NIRANJAN'S PRACTICE,4452,7951,7035,12294,14601,16268,8913,1726,8767
F82038,DR SZ HAIDER'S PRACTICE,5208,7874,8517,10926,10963,13240,9854,1743,8457
F82039,DR P & S POOLOGANATHAN,3144,13916,12949,15375,13030,18820,13081,8944,14224
F82040,JOHN SMITH MEDICAL CENTRE,2746,6197,6685,9340,9775,11965,8830,1088,9573
F82042,DR K JOHN'S PRACTICE,6878,6511,6554,10321,12092,13638,7846,1049,9831
F82045,CHOWDHURY,2993,19327,17064,19242,15984,23395,14650,11849,19698
F82051,LABURNUM HEALTH CENTRE,9145,6952,7229,9679,9797,12238,10123,1518,11385
F82052,DR SJ HASKELL,2541,12244,11970,15757,15846,18223,10240,4404,10316
F82053,UPMINSTER MEDICAL CENTRE,4384,26882,25840,26860,21482,28093,19031,20092,20401
F82055,HORNCHURCH HEALTHCARE,4818,24589,23003,23957,17432,27130,19259,16684,20383
F82604,MARKS GATE HEALTH CENTRE,3659,6362,6033,8214,8641,13098,10044,1634,15010
F82607,SPRING FARM SURGERY,5165,16349,15284,15517,9543,23177,12705,16724,17014
F82609,DR PM PATEL,3857,23973,21899,23201,15896,26048,20764,18792,19050
F82610,DR GUPTA,2894,17090,16040,18741,11083,23189,13926,12146,15075
F82612,THE WHITE HOUSE SURGERY,4728,10679,10160,14658,14677,19037,10449,2537,10145
F82614,MUNGO PARK SURGERY,3329,17144,15349,16104,11380,22254,13542,16240,18278
F82619,HARLOW ROAD SURGERY,1805,14967,13172,14869,10497,20054,11209,15272,16918
F82621,DR C OLA'S PRACTICE,3097,8287,8517,11273,10664,11927,12059,2099,11582
F82624,UPMINSTER BRIDGE SURGERY,3558,25140,23000,24197,17696,27660,20284,18341,21063
F82625,DR MF HAQ'S PRACTICE,6469,8647,8387,13551,14626,16648,8660,1911,8661
F82627,DR ABDULLAH,4118,13557,12394,13551,9457,21028,9083,14684,14218
F82629,THE LAWNS MEDICAL CARE,2124,5842,5641,7743,8204,12589,10110,1058,15199
F82630,CHASE CROSS MEDICAL CENTRE,5233,15064,14020,15307,8572,20977,14379,12711,18995
F82634,HEATHWAY MEDICAL CENTRE,3642,6829,7230,9257,9828,11639,10155,1496,10656
F82638,MODERN MEDICAL CENTRE,5236,13742,12243,15001,12924,19632,12704,10078,13452
F82639,DR JOSEPH,2474,15697,14623,15881,8835,21663,14689,13151,18810
F82641,DR GILLETT-WALLER,1756,23676,21923,22882,15939,25547,19921,18491,19001
F82642,GABLES SURGERY,3376,6955,7125,9846,9429,12745,8991,1992,9949
F82643,CHOPRA,1560,27210,26913,27135,22053,28881,18467,20242,20871
F82646,DR UBEROY,5582,17899,16818,17910,12665,22666,12970,14707,17112
F82647,DR R CHIBBER'S PRACTICE,4309,10022,9849,14988,15779,17169,9218,2300,9266
F82648,INGREBOURNE MEDICAL CENTRE,2720,9508,8646,9894,7061,14521,7900,9600,20163
F82649,BERWICK SURGERY,4892,17988,16816,16702,9859,23832,14990,17820,18729
F82650,DR AA ANSARI'S PRACTICE,6574,8501,9097,13262,12055,17025,7896,1907,8221
F82653,CECIL AVENUE SURGERY,2704,23514,21917,23041,17445,25631,18980,14739,20169
F82660,DR V GORIPARTHI'S PRACTICE,9326,7049,7123,9364,10904,11648,7961,2248,9713
F82661,GREEN LANE SURGERY,3551,9687,9583,12700,12634,15119,10544,3168,10261
F82663,DR MARKS PRACTICE,2836,18813,17421,19444,14618,22760,14054,16430,14298
