PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
D82043,WATLINGTON MEDICAL CENTRE,6516,16131,18050,15567,11097,15237,29676,8338,15018
D82044,VIDA HEALTHCARE,33034,13676,14717,12971,8921,10127,22276,14684,20837
D82045,WYMONDHAM MEDICAL PARTNERSHIP,18456,22764,22641,21401,19699,24679,26790,14528,19743
D82046,CHURCH HILL SURGERY,4122,18187,19550,18595,16074,25626,27735,10101,6338
D82047,OAK STREET MEDICAL PRACT.,8428,11443,12106,11560,13522,10148,11671,20803,10955
D82048,THORPEWOOD MEDICAL GROUP,13945,20845,19827,18200,15898,21251,24409,17640,24227
D82049,LITCHAM HEALTH CENTRE,3480,14634,17026,16298,13173,21456,28650,3270,7950
D82050,THEATRE ROYAL SURGERY,9388,15981,15369,14449,9747,18820,19858,13704,23815
D82051,ST JAMES MEDICAL PRACTICE,16312,11634,12860,11355,8081,8562,18674,15821,17004
D82053,MUNDESLEY MEDICAL CENTRE,5433,12966,14675,11301,8984,17406,29741,8190,15551
D82054,FAKENHAM MEDICAL PRACTICE,14893,13176,16853,16289,7054,18462,25390,6846,14111
D82056,ELMHAM SURGERY,9183,17219,20162,19654,13509,23107,28900,4287,9075
D82057,CAMPINGLAND SURGERY,6684,11782,14396,11790,6967,13341,24394,9680,18926
D82058,COASTAL VILLAGES PRACTICE,17520,13834,15455,12406,10319,12785,25786,14194,10565
D82059,BIRCHWOOD MEDICAL PRACTICE,11272,14727,15179,13852,10880,18590,27886,9682,17078
D82060,BACON ROAD MEDICAL CENTRE,4770,12923,12024,13839,10390,11386,14861,21614,16127
D82062,COLTISHALL MEDICAL PRACTICE,8552,21420,21708,21709,15618,24802,29698,11748,16902
D82063,WATTON MEDICAL PRACTICE,11442,14761,17086,15395,5398,17366,23103,12846,22914
D82064,HUMBLEYARD PRACTICE,17978,26408,25672,25424,24075,26132,29560,12082,24707
D82065,MANOR FARM MEDICAL CENTRE,6764,11839,14248,11720,7148,13042,25021,9704,18407
D82066,PASTON SURGERY,7084,14682,15061,13795,10933,18580,27773,9782,17095
D82067,THE PARK SURGERY,10378,5061,5635,4537,3142,5508,10856,17141,9309
D82068,HOWDALE SURGERY,7255,15064,17153,15213,10370,13258,26611,10103,16993
D82069,NEWMARKET ROAD SURGERY,6003,22495,22655,23536,24638,17927,22196,22170,12972
D82070,GREAT MASSINGHAM SURGERY,6007,12450,17399,16454,10285,17232,29700,2847,6785
D82071,EAST NORWICH MEDICAL PARTNERSHIP,16186,21752,20579,18474,14255,22803,25835,18694,23990
D82072,BURNHAM SURGERY,4473,12680,17916,16841,9796,15469,27647,4033,6142
D82073,YARE VALLEY MEDICAL PRACTICE,7107,15374,15155,14449,15469,14078,16374,18224,16582
D82076,LAWSON ROAD SURGERY,6559,16238,16382,15110,11952,16771,17024,22318,15084
D82078,HEATHGATE MEDICAL PRACTICE,8653,25453,24475,25169,22965,26740,27548,14901,19843
D82079,FELTWELL SURGERY,4710,14572,18526,17328,7028,15389,25816,12004,8899
D82080,BLOFIELD SURGERY,5995,25028,23060,21499,20705,25994,28502,17016,26897
D82081,FALKLAND SURGERY,7250,15865,16071,13989,10195,12764,24178,18233,20731
D82084,HARLESTON MEDICAL PRACTICE,8446,17788,18333,17811,13941,23754,22795,15648,13038
D82085,HINGHAM SURGERY,5626,16768,19349,17927,14001,21421,30031,12165,8166
D82087,PROSPECT MEDICAL PRACTICE,6151,6579,6861,6656,5028,7778,7283,21917,10988
D82088,UEA MEDICAL CENTRE,18482,18432,21678,23614,10559,16162,17792,23188,17067
D82096,WOODCOCK RD SURGERY,7525,8083,7847,7443,4332,9085,11012,21559,14691
D82098,FAMILY HEALTH CARE CENTRE,5325,10648,10866,9590,7056,10045,19109,18346,14324
D82099,SOUTHGATES,15109,10092,11468,10028,6736,7967,17439,15545,15141
D82100,SHIPDHAM SURGERY,3720,16140,17839,15812,8690,20683,28715,13086,16407
D82102,KING STREET & SOUTH QUAY SURGERY,8533,3776,4343,3483,2376,4447,9337,16112,8636
D82104,ACLE MEDICAL PARTNERSHIP,9128,19663,19900,19527,15065,23741,28710,10776,17088
D82105,ST CLEMENTS SURGERY,5393,11259,13747,10482,5956,11224,26486,10501,12532
D82106,WEST POTTERGATE MED PRAC,4419,15186,15442,16143,17752,13107,14802,23793,10692
D82600,FLEGGBURGH SURGERY,1889,15546,17491,16080,12195,16211,28060,10441,9243
D82604,BOUGHTON SURGERY,3020,12937,16461,14463,8672,18270,26073,4154,7545
D82613,GORLESTON MEDICAL CENTRE,7404,11542,11106,9887,7775,10821,20989,18050,17894
D82618,THE WOOTTONS SURGERY,5345,23769,23453,21860,17829,15967,29124,18857,27838
D82621,PLOWRIGHT MEDICAL CENTRE,5874,12835,15126,12532,8006,14360,26693,9528,18160
D82624,WINDMILL SURGERY,4379,21752,21611,20476,19015,23813,25089,14594,18789
D82628,ALDBOROUGH SURGERY,3159,15012,19285,17716,17079,24251,29401,4145,5382
D82629,TOFTWOOD MEDICAL CENTRE,3491,19172,17550,17261,8504,21220,24671,19225,27903
D82632,OLD PALACE MEDICAL PRACT.,2971,8381,8443,8565,9314,7440,9844,22733,11827
D83001,CONSTABLE COUNTRY RURAL MEDICAL PRACTICE,10912,26269,26316,25546,24088,27234,25327,12689,21754
D83002,ALEXANDRA RD SURGERY,15212,8370,8289,6725,6044,8853,14035,21818,13736
D83003,WICKHAMBROOK SURGERY,4234,18225,24046,24359,20948,24380,24356,934,12734
D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,10883,18030,18701,18588,14596,16937,17720,20155,14688
D83005,ANGEL HILL SURGERY,14354,19744,21157,21180,16172,20266,20378,11538,21793
D83006,BILDESTON HEALTH CENTRE,6771,19907,22807,23521,17807,29980,24144,4973,11851
D83007,IXWORTH SURGERY,9122,21911,23822,24665,15553,24604,27949,9404,19313
D83008,BURLINGTON ROAD SURGERY,16962,11284,12595,12592,8767,11650,11488,16736,10619
D83009,BECCLES MEDICAL CENTRE,20255,17030,17804,16114,13320,17941,24387,17936,16178
D83010,LONGSHORE SURGERIES,6528,11908,12838,11310,8197,14507,20709,15008,13650
D83011,BRIDGE ROAD SURGERY,10538,16967,15922,13993,12077,14904,22466,22882,20158
D83012,CLEMENTS AND CHRISTMAS MALTINGS SURGERY,17874,16924,18988,18023,11483,20387,15967,8072,25811
D83013,THE GUILDHALL AND BARROW SURGERY,11434,20064,22180,22176,17881,20662,21360,9691,19908
D83014,THE LONG MELFORD PRACTICE,9666,18210,19500,19613,14388,24192,20180,7546,18194
D83015,HOWARD HOUSE SURGERY,7116,18817,18707,16877,13128,18340,19560,26011,16686
D83016,VICTORIA ROAD SURGERY,9809,12687,12877,11066,7342,12554,16415,23771,16650
D83017,COUNTRY PRACTICE,12603,22538,23059,23548,17796,25908,27019,13887,18423
D83018,MARKET CROSS SURGERY,10945,16877,19679,22089,11296,19854,17012,8252,19361
D83019,MENDLESHAM HEALTH CENTRE,7106,20286,23406,23985,19753,27791,28048,4405,8384
D83020,HOLBROOK SURGERY,7862,21236,24088,24518,20328,28131,26991,6546,7423
D83021,CHRISTMAS MALTINGS SURGERY,10492,16559,18493,17113,10827,19852,15377,8160,26755
D83022,SOLE BAY H/C,5079,19150,20611,19261,12155,21163,27666,17363,15630
D83023,HIGH STREET SURGERY,11723,9707,9997,7679,7707,9751,14643,21532,13690
D83024,IVRY STREET MEDICAL PRACTICE,11078,16870,17870,18007,15530,15816,14708,19194,12819
D83026,FRAMLINGHAM SURGERY,9290,21350,23468,24699,22635,29426,26873,13128,8924
D83027,ORCHARD HOUSE SURGERY,10382,18094,20547,22393,13555,21042,16106,8487,18645
D83028,LEISTON SURGERY,6659,16496,16727,16796,8707,21082,21211,23704,12938
D83029,THE ROOKERY MEDICAL CENTRE,14175,17809,20298,22224,13290,20903,15587,8751,18374
D83030,KIRKLEY MILL HEALTH CENTRE,4596,7467,7883,6841,5551,7999,10335,24143,8495
D83033,BOTESDALE HEALTH CENTRE,8899,19825,21976,22621,18581,26361,23501,9330,8322
D83034,BUNGAY MEDICAL CENTRE,10981,14994,16963,15675,12662,17899,20859,12563,11775
D83035,CUTLERS HILL SURGERY,10302,15607,18369,18593,12047,21462,26486,9372,10523
D83036,CHURCH FARM SURGERY,3932,20630,21191,22911,10892,25415,26131,17946,11630
D83037,HADLEIGH HEALTH CENTRE,14914,22324,22733,23741,18551,27055,25109,12001,18977
D83038,MOUNT FARM SURGERY,13370,24163,25107,25897,19576,23823,24628,11912,25026
D83039,THE CHESTERFIELD DRIVE PRACTICE,14597,12401,13080,13203,7725,12632,13339,18992,14319
D83040,VICTORIA SURGERY,10698,19839,21241,20984,16468,20174,20997,11954,21898
D83041,DEBENHAM SURGERY,8604,21789,24209,25194,24530,30161,27449,9380,6969
D83043,EYE HEALTH CENTRE,5912,19478,20451,20305,19037,28631,24007,12623,8952
D83044,STOWHEALTH,17859,20764,19810,20819,13722,24136,21037,16311,22288
D83045,LAKENHEATH SURGERY,5037,19007,22482,23206,9471,22084,24189,12938,13367
D83046,WOODBRIDGE ROAD SURGERY,11772,17797,17961,18403,17139,16059,16576,22331,11925
D83047,ROSEDALE SURGERY,11809,16798,16871,15409,10052,15833,21940,17777,21667
D83048,GROVE MEDICAL CENTRE,14516,19953,19693,17928,13112,19477,21142,25636,18618
D83049,LITTLE ST JOHN STREET SURGERY,6464,23969,22255,22209,23419,25623,27664,18781,17059
D83050,DEBEN ROAD SURGERY,7709,14728,15233,15652,9649,15067,14432,20854,13640
D83051,THE DERBY ROAD PRACTICE,16412,17005,17681,17726,13403,16661,15423,19440,15820
D83052,LATTICE BARN SURGERY,13352,22694,22530,22143,20653,19820,21575,21743,16942
D83053,SAXMUNDHAM HEALTH CENTRE,8956,16008,17540,16553,11341,22691,23421,16966,11581
D83054,THE PENINSULA PRACTICE,3899,16206,24788,24784,15389,27650,22060,2063,3658
D83055,WOOLPIT HEALTH CENTRE,13496,23629,23849,25076,16769,26280,28115,12684,19378
D83056,HAWTHORN DRIVE SURGERY,7868,9147,9998,9345,5380,10389,10202,16481,16009
D83057,FRAMFIELD HOUSE SURGERY,11957,24149,22814,22816,23097,25814,27631,17347,18221
D83058,THE NORWICH ROAD SURGERY,9840,14811,16070,16494,11246,15380,13038,20277,11045
D83059,BARRACK LANE MEDICAL CENTRE,16397,11338,12517,12419,8752,11859,11407,16048,11755
D83060,HARDWICKE HOUSE GROUP PRACTICE,22761,15826,17178,17614,11835,20662,18085,8702,17273
D83061,WICKHAM MARKET MEDICAL CENTRE,9535,20730,22281,23225,17049,26653,23739,17102,10945
D83062,FOREST SURGERY,6780,14614,16143,16392,6059,17199,21000,9628,22803
D83064,GLEMSFORD SURGERY,4897,18344,19323,21127,12675,25198,22465,14507,14819
D83067,OAKFIELD SURGERY,6741,19044,21766,23637,15580,23006,17984,8774,16497
D83069,FRESSINGFIELD MEDICAL CENTRE,5046,18473,22381,24743,19630,30606,29173,3795,4895
D83070,AVICENNA,4705,19099,20893,19979,11747,22794,26398,10637,16328
D83071,MARINE PARADE SURGERY,5273,10134,9878,8643,7409,9587,15387,20908,13784
D83073,ORCHARD STREET MEDICAL PRACTICE - BLUE,5173,13002,14391,14964,13001,12742,11295,18853,8783
D83074,ORCHARD MEDICAL PRACTICE,13633,13115,14431,14991,13184,12607,11533,18616,8667
D83075,SIAM SURGERY,8905,15106,15737,16200,10077,19190,16870,9633,18301
D83076,CLARE GUILDHALL SURGERY,5016,19626,21599,22026,17752,26073,22298,8889,14128
D83078,WHITE HOUSE SURGERY,7183,16946,20164,23327,10595,19903,17853,6560,18569
D83079,COMBS FORD SURGERY,10039,19600,19503,19414,12744,23710,21960,15362,22385
D83080,MARTLESHAM SURGERY,5840,28339,26713,25296,25548,26526,26185,19375,27784
D83081,HAVEN HEALTH,7013,15832,15687,14484,8892,16410,19501,24369,17916
D83082,WALTON SURGERY,4227,17891,17749,16571,10858,18270,20030,25274,17904
D83084,THE BIRCHES MEDICAL CENTRE,8121,28212,26645,25617,24526,24698,29072,15901,29599
D83608,ANDAMAN SURGERY,6393,14314,14391,12564,8496,13462,19658,21664,18895
D83610,SWAN SURGERY,11305,19651,21542,21634,17028,20274,20190,10530,20137
D83615,THE BARHAM & CLAYDON SURGERY,1815,23538,22798,22912,17954,24015,26500,17427,21039
D83618,STOURVIEW MEDICAL CENTRE,3975,16796,18955,17339,10946,20056,15816,7889,26126
D83619,WESTWOOD SURGERY,2137,11772,12063,9915,6633,11953,15890,24210,18521
E81001,DR I SALEH'S PRACTICE,3178,10008,11630,13642,11752,11931,5858,6196,10113
E81002,GREENSAND SURGERY (AMPTHILL),6999,26960,23271,25986,23999,27116,25935,17844,23995
E81003,DR JL HENDERSON & PARTNERS,13636,22661,20895,21585,17391,23698,19545,19249,24781
E81004,SALISBURY HOUSE SURGERY,10943,22175,20156,21413,16293,23548,19208,19182,24912
E81005,DR SKP CHOUDHURY'S PRACTICE,9628,9721,10460,12778,11050,11531,7666,5473,11763
E81006,STOPSLEY VILLAGE PRACTICE,10243,15315,16900,18035,14883,16045,8180,10996,14343
E81007,HARROLD MEDICAL PRACTICE,6207,25209,26020,24757,27873,28030,21601,11359,15783
E81008,WHEATFIELD SURGERY,13731,11591,11395,12351,10642,13581,6794,12613,24151
E81009,WEST STREET SURGERY,12660,18559,18143,18363,15884,21706,9922,20826,23190
E81010,DR WHM MATTA'S PRACTICE,7822,12094,12279,14016,12630,12851,9164,8581,14960
E81011,GOLDINGTON ROAD DR FENSKE,13154,17187,16489,16279,17388,18081,17395,14160,16889
E81012,GREENSANDS (POTTON),11662,25653,24141,24765,18807,29933,29245,16563,19166
E81013,CASTLE STREET SURGERY,10652,9309,11190,13093,11871,10596,6061,5438,10253
E81014,PRIORY GARDENS SURGERY,9214,16903,16378,17073,14256,20171,9204,19032,22818
E81015,FLITWICK SURGERY,16129,27789,25728,26610,21237,27488,24636,20985,26909
E81016,LISTER HOUSE SURGERY,6663,10240,10516,12842,10607,12773,9845,5720,12226
E81017,PEMBERLEY SURGERY,9564,19255,18329,17978,18761,19970,19444,14494,19045
E81018,DR JK MARSDEN'S PRACTICE,12012,13866,13912,16055,14123,15283,11807,7829,14438
E81019,LONDON ROAD HEALTH CENTRE,14537,12022,11025,12108,10816,14824,13114,10013,16612
E81020,LANSDOWNE ROAD SURGERY,7411,15223,14494,14114,15395,16077,16487,13208,16533
E81021,QUEENS PARK HEALTH CENTRE,8345,12301,10866,11819,10513,15465,15902,11550,15857
E81022,LARKSFIELD SURGERY MEDICAL PARTNERSHIP,13202,26694,24014,25435,19057,28434,20868,21538,26998
E81023,CATER STREET SURGERY,4173,15831,14917,14585,12991,17149,18092,13917,18527
E81024,SHARNBROOK SURGERY,5622,25194,26299,25905,28301,26632,26988,11244,15852
E81025,THE OAKLEY SURGERY,4473,12200,12866,14403,13160,12469,9789,7728,16639
E81026,LARKSIDE PRACTICE,6787,13552,14683,16635,13414,14436,8965,8041,14659
E81027,HOUGHTON REGIS MEDICAL CENTRE,10516,10355,10767,11351,6941,13834,4170,18631,27081
E81028,DR R KHANCHANDANI'S PRACTICE,11681,9391,9258,11712,10704,11830,9077,5658,12551
E81029,PUTNOE MEDICAL CENTRE PARTNERSHIP,11898,18134,16689,16588,16071,19122,19145,14210,22429
E81030,SHAKESPEARE ROAD SURGERY,3209,12704,12156,11930,12268,14315,14370,12469,14474
E81031,GREAT BARFORD SURGERY,4751,22052,21817,23055,18300,25880,22755,13702,18594
E81032,LEA VALE MEDICAL PRACTICE,22188,10225,11456,13537,11662,11640,7835,5212,12701
E81033,SHEFFORD HEALTH CENTRE,16853,25346,24311,24663,20544,27717,21648,16047,25699
E81034,TODDINGTON MEDICAL CENTRE,7331,25642,24627,26351,20288,27627,16101,21731,24288
E81035,SANDY HEALTH CENTRE,9053,20998,18286,20881,13262,23886,21251,19715,23657
E81036,IVEL MEDICAL CENTRE,10643,21855,20011,20380,12991,24069,24321,20967,22388
E81037,DE PARYS MEDICAL CENTRE,14425,20262,19252,18975,19475,20942,20446,14134,19941
E81038,KING STREET SURGERY,12039,17193,16103,15973,14056,18109,18914,14817,19719
E81040,SUNDON MEDICAL CENTRE,7285,17386,17109,18018,15329,18551,11675,12234,20811
E81041,GARDENIA PRACTICE,10512,10558,10659,12305,10894,11317,8352,7698,15657
E81043,CRANFIELD SURGERY,10613,26058,25262,26546,22277,27531,26544,13845,24338
E81044,LEIGHTON ROAD SURGERY,14931,23905,22197,22724,18872,24842,21567,18097,24093
E81045,KINGSBURY COURT SURGERY,8033,18170,17724,18196,15564,21045,9758,20070,22504
E81046,DR HUGHES & PARTNERS,11156,26021,23424,24758,23095,26227,19422,17271,26189
E81047,GOLDINGTON AVENUE SURGERY,9460,19804,18785,18795,19313,20712,19064,15609,17479
E81048,BUTE HOUSE MEDICAL CENTRE,8486,9735,10654,12704,10873,11585,8014,5613,12049
E81049,PRIORY MEDICAL CENTRE,6450,19151,18379,17947,17078,20174,19188,13769,20189
E81050,ASPLANDS MEDICAL CENTRE,11245,26739,26097,27815,24805,27448,24755,12428,22200
E81052,KIRBY ROAD SURGERY,8912,18798,18375,18574,16111,21775,9742,20923,23869
E81054,SUNDON PARK HEALTH CENTRE,3055,13749,13879,14913,12634,15270,10441,9354,17962
E81056,ST. JOHN'S STREET SURGERY,5485,16052,14671,14588,13103,16771,18388,15116,19808
E81057,DR KIRKHAM AND PARTNERS,13318,22686,20841,21096,14055,24818,24801,20486,22687
E81059,KINGS ROAD SURGERY,5495,21921,19425,21970,14250,24840,22159,19110,22844
E81060,LINDEN ROAD SURGERY,3676,15738,15146,14530,16386,16411,17981,12699,16439
E81061,DR COLLINS AND CARRAGHER,5150,28421,25252,27558,20667,29220,25000,21067,25257
E81062,CLAPHAM ROAD SURGERY,3604,12410,11898,11777,11996,13739,14421,12206,14716
E81063,DR K PRASAD'S PRACTICE,8006,8528,8313,11124,8729,11577,10787,4389,9937
E81064,PHOENIX PRIMARY CARE (SOUTH) LTD,5581,17247,18085,18822,17176,16239,12161,9110,20147
E81065,DR SA SUBRAMONY'S PRACTICE,6022,7938,7823,10536,8144,10936,10093,4261,10007
E81069,CADDINGTON SURGERY,4893,21439,20977,22981,18653,24153,11000,14983,25298
E81072,GROVEBURY ROAD SURGERY,7024,22873,20937,22332,17350,24277,20335,17734,24583
E81073,THE MEDICI MEDICAL PRACTICE,12071,9647,11400,13162,12142,11260,6287,5849,11403
E81074,HOUGHTON CLOSE SURGERY,10342,27613,24725,26436,24685,28327,24758,19593,23020
E81075,KINGFISHER PRACTICE,8162,19126,19922,22108,16215,17785,14665,9622,20086
E81076,DR DV SHAH'S PRACTICE,4321,10117,10397,11658,12411,10472,7653,6962,19133
E81077,OLIVER STREET SURGERY,3680,25869,22431,25188,22999,26384,24997,17477,23310
E81611,ROTHSAY SURGERY,3160,17804,17199,17886,18440,18839,17245,14152,15607
E81612,DRS MIRZA SUKHANI & PARTNERS,5447,9091,8708,10711,10062,11195,8890,6493,15399
E81615,ASHBURNHAM ROAD SURGERY,3193,8071,7581,8061,7542,10811,10930,10232,11288
E81617,DR PS BATH'S PRACTICE,5049,15090,16406,17631,14208,15645,8872,10487,15416
E81618,DR MQ HODA'S PRACTICE,1641,7231,7310,10323,8101,10342,8861,3532,9532
E81626,PHOENIX PRIMARY CARE LTD,5748,10350,9850,10677,9163,13407,11594,10453,12505
E81631,DR A ZAMAN'S PRACTICE,2858,6997,7398,10000,8906,9689,6921,3873,9468
E81632,BARTON HILLS MEDICAL GROUP,6955,19103,20058,20567,19121,17214,12475,9580,21806
E81633,NEVILLE ROAD SURGERY,2811,13745,13791,15393,13419,14172,10482,10287,14981
E81635,EASTGATE SURGERY,2600,19116,18424,18775,16469,21898,10229,20927,22817
E81636,CHILTERN HILLS PRACTICE,1983,12791,12090,13701,10496,16232,6046,19955,19858
E82001,ROTHSCHILD HOUSE SURGERY,18553,27837,26475,27771,25802,29705,25752,15161,24087
E82002,WRAFTON HOUSE SURGERY,9479,18531,17284,20512,15904,19290,17485,10146,23202
E82004,HATFIELD ROAD SURGERY,3885,24537,20686,22572,25783,26210,23675,17772,19725
E82005,STANMORE MEDICAL GROUP,19710,17884,15480,16552,13279,20284,16709,16446,28303
E82006,THE LIMES SURGERY,9620,20986,19445,21340,15326,26453,17323,13710,19356
E82007,HANSCOMBE HOUSE SURGERY,9713,26140,24341,24525,25498,28515,21108,21333,22881
E82008,THE NEVELLS ROAD SURGERY,9111,17886,15291,15065,15088,19194,19751,17145,24447
E82009,LINCOLN HOUSE SURGERY,11728,21008,19272,19827,17579,23450,18181,15578,22932
E82011,BARLEY SURGERY,7158,25540,25562,27008,20700,27543,27194,13522,19713
E82012,FAIRBROOK MEDICAL CENTRE,14226,16501,14372,15814,14804,15591,19543,11432,23334
E82013,COACH HOUSE SURGERY,11439,19410,18657,20682,21659,19261,19214,11529,14627
E82014,LODGE SURGERY,12523,25120,22171,22427,26574,26903,23720,16616,21789
E82015,SUTHERGREY HOUSE MEDICAL CENTRE,12073,19603,19959,20685,24222,18211,18393,11893,13389
E82017,GARSTON MEDICAL CENTRE,10922,20490,20149,20598,18378,20848,19953,12286,17351
E82018,LISTER HOUSE SURGERY,12374,19340,18104,20970,16966,20019,17679,10630,23604
E82019,BRIDGE COTTAGE SURGERY,16230,27675,25841,26394,26825,27317,24732,17546,24641
E82020,CONSULTING ROOMS,7018,13831,11712,13234,8654,16045,20694,11122,24333
E82021,MUCH HADHAM HEALTH CENTRE,6487,24671,24592,26409,23582,29355,26103,10781,16138
E82022,FERNVILLE SURGERY,16095,17833,16070,16932,15488,20462,16311,14121,23203
E82023,BURVILL HOUSE SURGERY,9502,18903,17681,20955,16213,19679,17068,10053,23392
E82024,WALLACE HOUSE,14261,25051,23232,23553,24475,27808,20348,21038,22697
E82025,PARK END SURGERY,16346,18790,18063,19617,20159,18634,20037,10938,16049
E82027,PARKFIELD MEDICAL CENTRE,12602,24752,23178,24291,22858,25661,22564,13047,22442
E82028,MILTON HOUSE SURGERY,8916,29664,28396,29394,29053,30175,26395,19391,26553
E82031,MALTINGS SURGERY,18199,25724,23057,23839,27577,27338,22565,19187,18678
E82032,BENNETTS END SURGERY,17451,18641,15989,16774,13863,20805,19381,16173,25525
E82034,TUDOR SURGERY,6521,22156,21501,22094,21988,21554,21053,15518,15493
E82035,KNEBWORTH & MARYMEAD MEDICAL PRACTICE,11650,22377,19994,21482,18973,23771,19417,17297,25563
E82037,VILLAGE SURGERY,15964,28879,26703,29211,29244,31200,26558,13106,26150
E82038,PUCKERIDGE & STANDON SURGERY,8213,27167,25431,27555,23091,30009,29774,15098,19607
E82039,ST.NICHOLAS HEALTH CENTRE,11462,17923,14890,16072,12283,19969,20286,17073,29128
E82040,PEARTREE LANE SURGERY,21949,19007,16484,16870,17621,18774,21356,13672,27816
E82041,THE GARDEN CITY PRACTICE,9712,22557,19115,19762,22155,21080,23868,16679,27468
E82042,ABBEY ROAD SURGERY,8566,11142,10092,11931,8724,19214,9088,8415,15876
E82043,SCHOPWICK SURGERY,12856,23828,22057,23500,22932,23481,24052,12502,22532
E82044,THE PORTMILL SURGERY,14310,25257,23511,23904,25519,25783,23453,17755,20474
E82045,UPTON ROAD SURGERY,7470,16169,16662,18093,19916,16215,14662,10402,11599
E82046,VINE HOUSE HEALTH CENTRE,12018,22752,20271,20968,19246,23802,23281,14577,25980
E82048,THEOBALD MEDICAL CENTRE,9140,16315,14121,15791,14234,15777,19297,11306,23530
E82049,BALDWINS LANE SURGERY,3968,29651,26577,27253,27731,27691,30077,21733,26262
E82050,GROVE HILL MEDICAL CENTRE,4432,14708,11973,13395,10326,18668,16574,13913,26648
E82051,EVEREST HOUSE SURGERY,13627,17207,14814,16239,12694,19999,17555,14614,25248
E82053,COURTENAY HOUSE SURGERY,6692,24289,22376,23105,24023,25275,22375,17630,20082
E82054,CALLOWLAND SURGERY,11480,20305,19527,21362,20173,20322,21174,14743,13244
E82055,MIDWAY SURGERY,12405,28017,26088,25799,27402,28822,24425,19570,23218
E82056,SHEPHALL WAY SURGERY,7911,15475,12840,13744,9224,17692,14709,21315,29501
E82057,WARE ROAD SURGERY,5515,27301,25365,25605,27152,29194,20724,22663,22561
E82058,POTTERELLS MEDICAL CENTRE,15022,22057,22134,25868,18844,22054,19896,10008,24195
E82059,GRANGE STREET SURGERY,9813,26555,24048,24425,27956,28075,23615,18717,20413
E82060,PARKBURY HOUSE SURGERY,18998,26967,24368,24917,28641,28440,24015,18972,20066
